0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	355747.281377173	1302.24040511918	-34646.1968388975	0	0	0	0	0	0	0	-4803.69920265704	32430.589933907	0	5270.79268251267	-1681.32371053485	344.328091470327	1302.41818762238	1633.49564447738	-9284.59877988358	12439.259275558	179719.665651648	32261.4160090002	-68282.2735818179	-1147.0859782237	13144.8439709262	167448.195369641	-34646.4323004024	954.546453817125	764.125906123287	253128.909383808	1853.93928098842	-1640.90411706756	892.067601688735	0	0	359211.727584691	40778.0114104122	355708.522669639	-272998.226597709	354187.343158434	-89836.6009804816	0	0	0	0	0	0	0	-18687.4425925016	1565.58361702431	5393.23246473174	-45983.9392886933	-4803.95640221063	278924.271355248
0	0	1302.24040511918	15023.7225431389	88565.2352967671	0	0	0	0	0	0	0	-6688.57414709837	-764.422314366564	0	816.161332721104	3578.04125024789	-210.29206227497	15023.3832724257	-3613.17497692577	20225.5267623149	-8238.95265960899	702.86577473017	-36572.910057167	60787.4480739886	4834.56158123784	-20005.1560306955	-18106.4698777766	88562.982593592	-1184.12360009151	58.6483411512672	-34885.255419605	51209.4920508318	533.967510771337	4068.50534723519	0	0	1431.9013857241	-37093.1268245512	1291.47973977261	9506.9847769061	1283.54190712479	10860.4214680511	0	0	0	0	0	0	0	11030.3147586866	-579.746973662786	-21549.2572058121	94764.8349347125	-6688.70512808524	-39861.3612387022
0	0	-34646.1968388975	88565.2352967671	621099.181087888	0	0	0	0	0	0	0	-38103.6123306301	-7524.04790520678	0	4196.90743373824	23768.4172120609	-1390.73319950916	88562.1044799257	-20653.9456412635	126426.131810709	-55607.2475230983	-17265.6681540297	-257388.552079276	442239.098352734	43057.7856692787	-157169.611727887	-153997.236872266	621082.009704892	-7612.89066851924	356.482378943395	-422211.125474855	364099.015463551	2577.29803367145	30162.0079650368	0	0	-34257.1257264663	-260395.717948516	-34778.1433819019	85839.0788205988	-34840.565723721	69070.5773144511	0	0	0	0	0	0	0	88551.6165881565	-4425.05998144126	-139654.621805723	673184.705508221	-38104.78302231	-470605.009651575
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
