Ga 	
G	
M	
AN	
Ana	
ANR	
NF0	100000
NF1	0,7071
NF2	-0,25
M0	2000
M1	1,4142
M2	-1
k4	
ka20	
AB	
kv	5
q1	
q2	
c1	
c3	
c4	
c5	
k1	
k2	
k3	
a1	
a2	
a3	
c1a	
c5a	
c6a	
i1	
i1a	
e1a	
e2a	
dt	
tp	
KN	
KNN	
ka	
ki	
kb	0,000012
kf	0,0012
Tdeg	
q1r	
q2r	
q2rr	
c1r	
c1rr	
c3r	
q1a	
q2a	
c3a	
c4a	
k5	
tp1	
